-3.7944286,-3.7944286,-3.7944286,-3.7944286,0.3276875,-3.7944286,-4.110597,8.461108,-3.7944286,9.463623,-3.7944286,-5.669543,-3.7944286
-3.8608723,-3.8608723,-3.8608723,-3.8608723,0.26124382,-3.8608723,-4.177041,8.394665,-3.8608723,9.39718,-3.8608723,-5.7359867,-3.8608723
-3.8063617,-3.8063617,-3.8063617,-3.8063617,0.3157544,-3.8063617,-4.1225305,8.449175,-3.8063617,9.451691,-3.8063617,-5.6814756,-3.8063617
-3.8009243,-3.8009243,-3.8009243,-3.8009243,0.3211918,-3.8009243,-4.117093,8.454613,-3.8009243,9.457128,-3.8009243,-5.6760387,-3.8009243
-3.8554792,-3.8554792,-3.8554792,-3.8554792,0.26663685,-3.8554792,-4.171648,8.400058,-3.8554792,9.402573,-3.8554792,-5.7305937,-3.8554792
-3.8079898,-3.8079898,-3.8079898,-3.8079898,0.31412625,-3.8079898,-4.1241584,8.447547,-3.8079898,9.450062,-3.8079898,-5.683104,-3.8079898
-3.8098009,-3.8098009,-3.8098009,-3.8098009,0.31231523,-3.8098009,-4.1259694,8.445736,-3.8098009,9.448251,-3.8098009,-5.684915,-3.8098009
-3.843459,-3.843459,-3.843459,-3.843459,0.2786572,-3.843459,-4.1596274,8.412078,-3.843459,9.414593,-3.843459,-5.718573,-3.843459
-3.8422606,-3.8422606,-3.8422606,-3.8422606,0.2798555,-3.8422606,-4.158429,8.413277,-3.8422606,9.4157915,-3.8422606,-5.717375,-3.8422606
-3.8102102,-3.8102102,-3.8102102,-3.8102102,0.31190586,-3.8102102,-4.126379,8.445327,-3.8102102,9.447842,-3.8102102,-5.6853247,-3.8102102
-3.8053098,-3.8053098,-3.8053098,-3.8053098,0.31680632,-3.8053098,-4.1214786,8.450228,-3.8053098,9.452742,-3.8053098,-5.6804237,-3.8053098
-3.858005,-3.858005,-3.858005,-3.858005,0.26411104,-3.858005,-4.174174,8.3975315,-3.858005,9.400047,-3.858005,-5.733119,-3.858005
-3.8365762,-3.8365762,-3.8365762,-3.8365762,0.28553987,-3.8365762,-4.152745,8.418961,-3.8365762,9.421475,-3.8365762,-5.7116904,-3.8365762
-3.8228383,-3.8228383,-3.8228383,-3.8228383,0.29927778,-3.8228383,-4.139007,8.432699,-3.8228383,9.435213,-3.8228383,-5.6979523,-3.8228383
-3.837475,-3.837475,-3.837475,-3.837475,0.28464103,-3.837475,-4.1536436,8.418062,-3.837475,9.420577,-3.837475,-5.7125893,-3.837475
-3.847496,-3.847496,-3.847496,-3.847496,0.27462006,-3.847496,-4.163665,8.408041,-3.847496,9.410556,-3.847496,-5.7226105,-3.847496
-3.8540063,-3.8540063,-3.8540063,-3.8540063,0.2681098,-3.8540063,-4.170175,8.401531,-3.8540063,9.404045,-3.8540063,-5.7291203,-3.8540063
-3.85022,-3.85022,-3.85022,-3.85022,0.27189612,-3.85022,-4.1663885,8.405317,-3.85022,9.407832,-3.85022,-5.725334,-3.85022
-3.817567,-3.817567,-3.817567,-3.817567,0.30454898,-3.817567,-4.1337357,8.43797,-3.817567,9.440485,-3.817567,-5.6926813,-3.817567
-3.8028176,-3.8028176,-3.8028176,-3.8028176,0.3192985,-3.8028176,-4.118986,8.45272,-3.8028176,9.455235,-3.8028176,-5.677932,-3.8028176
-3.8098297,-3.8098297,-3.8098297,-3.8098297,0.31228638,-3.8098297,-4.1259985,8.445707,-3.8098297,9.448222,-3.8098297,-5.684944,-3.8098297
-3.8597093,-3.8597093,-3.8597093,-3.8597093,0.26240683,-3.8597093,-4.175878,8.395828,-3.8597093,9.398342,-3.8597093,-5.734823,-3.8597093
-3.80825,-3.80825,-3.80825,-3.80825,0.31386614,-3.80825,-4.1244187,8.447287,-3.80825,9.449802,-3.80825,-5.683364,-3.80825
-3.8458364,-3.8458364,-3.8458364,-3.8458364,0.2762797,-3.8458364,-4.162005,8.4097,-3.8458364,9.412215,-3.8458364,-5.7209506,-3.8458364
-3.8610926,-3.8610926,-3.8610926,-3.8610926,0.26102352,-3.8610926,-4.1772614,8.394444,-3.8610926,9.396959,-3.8610926,-5.736207,-3.8610926
-3.8456132,-3.8456132,-3.8456132,-3.8456132,0.27650285,-3.8456132,-4.161782,8.409924,-3.8456132,9.412438,-3.8456132,-5.7207274,-3.8456132
-3.8015637,-3.8015637,-3.8015637,-3.8015637,0.32055235,-3.8015637,-4.1177325,8.453974,-3.8015637,9.456488,-3.8015637,-5.6766777,-3.8015637
-3.857411,-3.857411,-3.857411,-3.857411,0.26470518,-3.857411,-4.1735797,8.398127,-3.857411,9.4006405,-3.857411,-5.732525,-3.857411
-3.8070586,-3.8070586,-3.8070586,-3.8070586,0.31505752,-3.8070586,-4.123227,8.448479,-3.8070586,9.450994,-3.8070586,-5.682173,-3.8070586
-3.792828,-3.792828,-3.792828,-3.792828,0.329288,-3.792828,-4.108997,8.462709,-3.792828,9.465223,-3.792828,-5.667942,-3.792828
-3.8464472,-3.8464472,-3.8464472,-3.8464472,0.27566886,-3.8464472,-4.162616,8.40909,-3.8464472,9.411605,-3.8464472,-5.7215614,-3.8464472
-3.8524132,-3.8524132,-3.8524132,-3.8524132,0.2697029,-3.8524132,-4.168582,8.403124,-3.8524132,9.405639,-3.8524132,-5.7275276,-3.8524132
-3.7958384,-3.7958384,-3.7958384,-3.7958384,0.32627773,-3.7958384,-4.112007,8.459699,-3.7958384,9.4622135,-3.7958384,-5.670953,-3.7958384
-3.838133,-3.838133,-3.838133,-3.838133,0.283983,-3.838133,-4.1543016,8.417404,-3.838133,9.419919,-3.838133,-5.7132473,-3.838133
-3.8207946,-3.8207946,-3.8207946,-3.8207946,0.3013215,-3.8207946,-4.1369634,8.434742,-3.8207946,9.437258,-3.8207946,-5.6959085,-3.8207946
-3.7937398,-3.7937398,-3.7937398,-3.7937398,0.3283763,-3.7937398,-4.1099086,8.461798,-3.7937398,9.464312,-3.7937398,-5.6688538,-3.7937398
-3.8504286,-3.8504286,-3.8504286,-3.8504286,0.2716875,-3.8504286,-4.1665974,8.405108,-3.8504286,9.407623,-3.8504286,-5.725543,-3.8504286
-3.8609807,-3.8609807,-3.8609807,-3.8609807,0.26113534,-3.8609807,-4.1771493,8.394556,-3.8609807,9.397071,-3.8609807,-5.736095,-3.8609807
-3.8540668,-3.8540668,-3.8540668,-3.8540668,0.26804924,-3.8540668,-4.1702356,8.40147,-3.8540668,9.403985,-3.8540668,-5.7291813,-3.8540668
-3.8064704,-3.8064704,-3.8064704,-3.8064704,0.3156457,-3.8064704,-4.122639,8.449066,-3.8064704,9.451582,-3.8064704,-5.6815844,-3.8064704
-3.8333762,-3.8333762,-3.8333762,-3.8333762,0.28873992,-3.8333762,-4.1495447,8.422161,-3.8333762,9.424676,-3.8333762,-5.7084904,-3.8333762
-3.8211,-3.8211,-3.8211,-3.8211,0.3010161,-3.8211,-4.1372685,8.434437,-3.8211,9.436952,-3.8211,-5.696214,-3.8211
-3.8506587,-3.8506587,-3.8506587,-3.8506587,0.27145743,-3.8506587,-4.166827,8.404879,-3.8506587,9.407393,-3.8506587,-5.725773,-3.8506587
-3.8619175,-3.8619175,-3.8619175,-3.8619175,0.2601986,-3.8619175,-4.1780863,8.39362,-3.8619175,9.396134,-3.8619175,-5.737032,-3.8619175
-3.8531325,-3.8531325,-3.8531325,-3.8531325,0.2689836,-3.8531325,-4.169301,8.402405,-3.8531325,9.40492,-3.8531325,-5.7282467,-3.8531325
-3.8226702,-3.8226702,-3.8226702,-3.8226702,0.29944587,-3.8226702,-4.138839,8.432867,-3.8226702,9.435382,-3.8226702,-5.6977844,-3.8226702
-3.8214688,-3.8214688,-3.8214688,-3.8214688,0.30064726,-3.8214688,-4.1376376,8.434069,-3.8214688,9.436583,-3.8214688,-5.696583,-3.8214688
-3.8341944,-3.8341944,-3.8341944,-3.8341944,0.28792167,-3.8341944,-4.150363,8.421343,-3.8341944,9.423858,-3.8341944,-5.7093086,-3.8341944
-3.8121965,-3.8121965,-3.8121965,-3.8121965,0.3099196,-3.8121965,-4.128365,8.44334,-3.8121965,9.445855,-3.8121965,-5.6873107,-3.8121965
-3.8164015,-3.8164015,-3.8164015,-3.8164015,0.3057146,-3.8164015,-4.1325703,8.439136,-3.8164015,9.44165,-3.8164015,-5.691516,-3.8164015
-3.8120782,-3.8120782,-3.8120782,-3.8120782,0.31003785,-3.8120782,-4.128247,8.443459,-3.8120782,9.445973,-3.8120782,-5.6871924,-3.8120782
-3.8366485,-3.8366485,-3.8366485,-3.8366485,0.28546762,-3.8366485,-4.1528172,8.418888,-3.8366485,9.421404,-3.8366485,-5.7117624,-3.8366485
-3.8555813,-3.8555813,-3.8555813,-3.8555813,0.2665348,-3.8555813,-4.17175,8.399956,-3.8555813,9.402471,-3.8555813,-5.7306957,-3.8555813
-3.8450136,-3.8450136,-3.8450136,-3.8450136,0.27710247,-3.8450136,-4.1611824,8.410523,-3.8450136,9.413038,-3.8450136,-5.720128,-3.8450136
-3.8572247,-3.8572247,-3.8572247,-3.8572247,0.2648914,-3.8572247,-4.1733932,8.398313,-3.8572247,9.400827,-3.8572247,-5.732339,-3.8572247
-3.8548017,-3.8548017,-3.8548017,-3.8548017,0.26731443,-3.8548017,-4.1709704,8.400736,-3.8548017,9.40325,-3.8548017,-5.7299156,-3.8548017
-3.8250968,-3.8250968,-3.8250968,-3.8250968,0.29701924,-3.8250968,-4.1412654,8.43044,-3.8250968,9.432955,-3.8250968,-5.700211,-3.8250968
-3.8149972,-3.8149972,-3.8149972,-3.8149972,0.3071189,-3.8149972,-4.131166,8.44054,-3.8149972,9.443054,-3.8149972,-5.690111,-3.8149972
-3.8219204,-3.8219204,-3.8219204,-3.8219204,0.3001957,-3.8219204,-4.138089,8.433617,-3.8219204,9.4361315,-3.8219204,-5.697035,-3.8219204
-3.802965,-3.802965,-3.802965,-3.802965,0.31915116,-3.802965,-4.1191335,8.452572,-3.802965,9.455087,-3.802965,-5.678079,-3.802965
-3.8033164,-3.8033164,-3.8033164,-3.8033164,0.31879973,-3.8033164,-4.119485,8.452221,-3.8033164,9.454736,-3.8033164,-5.6784306,-3.8033164
-3.8445823,-3.8445823,-3.8445823,-3.8445823,0.27753377,-3.8445823,-4.160751,8.410954,-3.8445823,9.413469,-3.8445823,-5.7196965,-3.8445823
-3.8550687,-3.8550687,-3.8550687,-3.8550687,0.2670474,-3.8550687,-4.1712375,8.400469,-3.8550687,9.402983,-3.8550687,-5.7301826,-3.8550687
-3.8178165,-3.8178165,-3.8178165,-3.8178165,0.3042996,-3.8178165,-4.133985,8.43772,-3.8178165,9.440235,-3.8178165,-5.6929307,-3.8178165
-3.8557563,-3.8557563,-3.8557563,-3.8557563,0.2663598,-3.8557563,-4.171925,8.39978,-3.8557563,9.402296,-3.8557563,-5.7308702,-3.8557563
-3.7972054,-3.7972054,-3.7972054,-3.7972054,0.32491064,-3.7972054,-4.113374,8.458332,-3.7972054,9.460846,-3.7972054,-5.6723194,-3.7972054
-3.8488774,-3.8488774,-3.8488774,-3.8488774,0.27323866,-3.8488774,-4.165046,8.40666,-3.8488774,9.409174,-3.8488774,-5.7239914,-3.8488774
-3.8161952,-3.8161952,-3.8161952,-3.8161952,0.30592084,-3.8161952,-4.132364,8.439342,-3.8161952,9.441856,-3.8161952,-5.6913095,-3.8161952
-3.8209453,-3.8209453,-3.8209453,-3.8209453,0.30117083,-3.8209453,-4.137114,8.434591,-3.8209453,9.437107,-3.8209453,-5.696059,-3.8209453
-3.794732,-3.794732,-3.794732,-3.794732,0.327384,-3.794732,-4.110901,8.460805,-3.794732,9.46332,-3.794732,-5.6698465,-3.794732
-3.843567,-3.843567,-3.843567,-3.843567,0.2785492,-3.843567,-4.1597357,8.41197,-3.843567,9.414485,-3.843567,-5.7186813,-3.843567
-3.844822,-3.844822,-3.844822,-3.844822,0.27729416,-3.844822,-4.1609907,8.410715,-3.844822,9.41323,-3.844822,-5.7199364,-3.844822
-3.842532,-3.842532,-3.842532,-3.842532,0.27958417,-3.842532,-4.1587005,8.413005,-3.842532,9.41552,-3.842532,-5.717646,-3.842532
-3.8120441,-3.8120441,-3.8120441,-3.8120441,0.31007195,-3.8120441,-4.128213,8.443493,-3.8120441,9.446008,-3.8120441,-5.6871586,-3.8120441
-3.7929351,-3.7929351,-3.7929351,-3.7929351,0.32918096,-3.7929351,-4.1091037,8.462602,-3.7929351,9.4651165,-3.7929351,-5.6680493,-3.7929351
-3.8526475,-3.8526475,-3.8526475,-3.8526475,0.26946855,-3.8526475,-4.168816,8.402889,-3.8526475,9.405404,-3.8526475,-5.7277617,-3.8526475
-3.8410761,-3.8410761,-3.8410761,-3.8410761,0.28103995,-3.8410761,-4.1572447,8.414461,-3.8410761,9.416976,-3.8410761,-5.7161903,-3.8410761
-3.825754,-3.825754,-3.825754,-3.825754,0.29636216,-3.825754,-4.1419225,8.429783,-3.825754,9.432298,-3.825754,-5.700868,-3.825754
-3.7944925,-3.7944925,-3.7944925,-3.7944925,0.3276236,-3.7944925,-4.110661,8.461044,-3.7944925,9.463559,-3.7944925,-5.6696067,-3.7944925
-3.8101633,-3.8101633,-3.8101633,-3.8101633,0.31195283,-3.8101633,-4.126332,8.445374,-3.8101633,9.447888,-3.8101633,-5.6852775,-3.8101633
-3.8130665,-3.8130665,-3.8130665,-3.8130665,0.3090496,-3.8130665,-4.1292353,8.442471,-3.8130665,9.444985,-3.8130665,-5.688181,-3.8130665
-3.8210554,-3.8210554,-3.8210554,-3.8210554,0.30106068,-3.8210554,-4.137224,8.434482,-3.8210554,9.436996,-3.8210554,-5.69617,-3.8210554
-3.8010595,-3.8010595,-3.8010595,-3.8010595,0.3210566,-3.8010595,-4.117228,8.454477,-3.8010595,9.456992,-3.8010595,-5.6761737,-3.8010595
-3.8092906,-3.8092906,-3.8092906,-3.8092906,0.31282544,-3.8092906,-4.125459,8.446246,-3.8092906,9.448761,-3.8092906,-5.684405,-3.8092906
-3.8064694,-3.8064694,-3.8064694,-3.8064694,0.31564665,-3.8064694,-4.122638,8.449068,-3.8064694,9.451582,-3.8064694,-5.6815834,-3.8064694
-3.8328648,-3.8328648,-3.8328648,-3.8328648,0.28925133,-3.8328648,-4.1490335,8.422672,-3.8328648,9.425187,-3.8328648,-5.707979,-3.8328648
-3.8431199,-3.8431199,-3.8431199,-3.8431199,0.27899623,-3.8431199,-4.1592884,8.412417,-3.8431199,9.414932,-3.8431199,-5.718234,-3.8431199
-3.8283741,-3.8283741,-3.8283741,-3.8283741,0.29374194,-3.8283741,-4.1445427,8.427163,-3.8283741,9.429678,-3.8283741,-5.7034883,-3.8283741
-3.835856,-3.835856,-3.835856,-3.835856,0.28626013,-3.835856,-4.1520247,8.419682,-3.835856,9.422195,-3.835856,-5.71097,-3.835856
-3.801687,-3.801687,-3.801687,-3.801687,0.3204291,-3.801687,-4.1178555,8.45385,-3.801687,9.456365,-3.801687,-5.676801,-3.801687
-3.8167868,-3.8167868,-3.8167868,-3.8167868,0.30532932,-3.8167868,-4.1329556,8.43875,-3.8167868,9.441265,-3.8167868,-5.691901,-3.8167868
-3.7907226,-3.7907226,-3.7907226,-3.7907226,0.33139348,-3.7907226,-4.106891,8.464814,-3.7907226,9.467329,-3.7907226,-5.665837,-3.7907226
-3.810906,-3.810906,-3.810906,-3.810906,0.31121016,-3.810906,-4.1270747,8.444632,-3.810906,9.447145,-3.810906,-5.68602,-3.810906
-3.791228,-3.791228,-3.791228,-3.791228,0.33088803,-3.791228,-4.1073966,8.464309,-3.791228,9.466824,-3.791228,-5.6663423,-3.791228
-3.7979372,-3.7979372,-3.7979372,-3.7979372,0.32417893,-3.7979372,-4.1141057,8.4576,-3.7979372,9.4601145,-3.7979372,-5.6730514,-3.7979372
-3.8217313,-3.8217313,-3.8217313,-3.8217313,0.30038476,-3.8217313,-4.1379,8.433805,-3.8217313,9.43632,-3.8217313,-5.6968455,-3.8217313
-3.81822,-3.81822,-3.81822,-3.81822,0.3038962,-3.81822,-4.1343884,8.437317,-3.81822,9.439832,-3.81822,-5.693334,-3.81822
-3.851343,-3.851343,-3.851343,-3.851343,0.27077317,-3.851343,-4.1675115,8.404194,-3.851343,9.406709,-3.851343,-5.726457,-3.851343
-3.8006172,-3.8006172,-3.8006172,-3.8006172,0.32149887,-3.8006172,-4.116786,8.45492,-3.8006172,9.457435,-3.8006172,-5.6757317,-3.8006172
-3.8264773,-3.8264773,-3.8264773,-3.8264773,0.2956388,-3.8264773,-4.142646,8.42906,-3.8264773,9.431575,-3.8264773,-5.7015915,-3.8264773
